"","pT","pFP","pTs","pFPs","TO","TR","beta","q","X1","X2","X4","pRI"
"1",0.613211286146003,0.000179176489486565,0.722003237359514,0.000411964438969545,0.163989978149844,0.0247019912779395,0.725971354097687,7.5191329255867e-06,7.00459207928356e-06,3.07511100207584e-06,0.716076376334974,4.13013751853812
"2",0.677925060817045,0.00026759023105072,0.958468462785495,0.000879988557286709,0.059458865414884,0.0874589116318897,0.286083621460771,8.56164694805126e-06,4.69243101831769e-06,5.34971050825045e-07,0.750570340442278,4.71907605146296
"3",0.264846886065668,0.000225657020222671,0.595636964679112,0.000686089840659848,0.296190307237965,0.0105620431170046,0.343425194588786,8.71312558184951e-06,5.36948947692054e-06,3.02017935532565e-06,0.473108632945569,4.51290995714488
"4",0.555088634095862,8.43767806723008e-05,0.666604186877178,0.000656238846002623,0.103368685933091,0.0249484090884904,0.906737277430034,9.32396414229634e-06,5.43018022617478e-06,4.94670964590149e-06,0.370883122734826,9.44127173833328
"5",0.423526381225464,0.000215123263576085,0.846816788974716,0.000655987620919941,0.185369527752581,0.0501411238615794,0.0706507338064314,1.09149159499819e-05,3.39525163753312e-06,1.51455915313425e-06,0.496027839554898,5.41056910473773
"6",0.656478371359676,0.000280066459790946,0.934320187413935,0.000462887905092296,0.250279506896667,0.0412191853442358,0.542172670179341,8.79114072489522e-06,7.73211575911518e-06,1.81072814721242e-06,0.835335339665636,8.20260050594061
"7",0.324405427648262,0.000184712927544401,0.880153916927961,0.00088509707612295,0.00231493295903439,0.0140528295431179,0.648432153486419,1.67620168820099e-05,6.34549543226132e-06,2.02952503252337e-06,0.281266602754256,9.48265886920922
"8",0.420963493516553,0.000176804150052716,0.655226394608124,0.000464230659748305,0.0871890681978019,0.0289406914410916,0.360341455806578,1.01467427122579e-05,8.32091070029172e-06,2.85605293804752e-06,0.642998023546233,4.79005459388569
"9",0.460673036364847,0.00024754451903678,0.762203697847778,0.000788621554913203,0.271870590349925,0.0473954730981034,0.358052103485441,1.28921112412369e-05,6.55634450386926e-06,1.62559693120869e-06,0.555215200991541,8.27089359198264
"10",0.730587674720727,0.000171992492317275,0.904805417376216,0.000771325834494875,0.145971291614477,0.0983172109253256,0.447513728101526,6.48619328300212e-06,4.18513053804338e-06,2.30903356428857e-06,0.817227153452964,9.41960344153665
"11",0.618087038230019,0.000156457102100315,0.875285389965035,0.000380966209146019,0.259914224400526,0.0501370307842675,0.146775060764378,1.09447288455471e-05,7.18319244122192e-06,2.55865435913361e-06,0.868019963191373,6.82004891589964
"12",0.318137785165311,0.000172580442971077,0.402802015644436,0.000475251240303647,0.116515052466265,0.0075355572763792,0.692792255558991,1.03915082383646e-05,5.92670253872341e-06,3.04645361312308e-06,0.246855995060103,5.70862025675584
"13",0.457595478855932,7.88770442237638e-05,0.67046634066577,0.000541004181127765,0.237267766151913,0.0074443715355469,0.775715842432915,1.00401484756254e-05,8.06249281925836e-06,1.52017161449016e-06,0.38693755389275,4.02392391261257
"14",0.32196712887011,0.000192123641867257,0.740048319955034,0.000281185261728705,0.167567930227175,0.00177075818166835,0.317124147522753,1.0958960265641e-05,6.07461072739045e-06,2.25115963145285e-06,0.376421193133501,2.76108303579182
"15",0.472965919670364,0.000177765965815097,0.773139541186833,0.000938914580918298,0.289840333863338,0.0105740645295888,0.910939969112488,1.59316438539919e-05,4.10061950465475e-06,1.94591047562062e-06,0.442808295835116,6.16742752905102
"16",0.482934555430933,0.000226240524886615,0.581386567870558,0.000905253476576111,0.245483729870729,0.0195856128265702,0.764984817857714,1.37117716607712e-05,6.08725384348741e-06,2.6905997330971e-06,0.538744969552252,9.74972046699927
